Price,Close,High,Low,Open,Volume
Ticker,INTC,INTC,INTC,INTC,INTC
Date,,,,,
2010-01-04,13.519425392150879,13.616548692885447,13.422303326390379,13.461153140673835,47800900
2010-01-05,13.512956619262695,13.590653806407431,13.338136095725257,13.558280184259544,52357700
2010-01-06,13.467628479003906,13.551801851670676,13.383456341311351,13.474103448822444,40037400
2010-01-07,13.338136672973633,13.441733750299772,13.169791113575009,13.422308835185655,54041500
2010-01-08,13.487052917480469,13.525901500060852,13.208635399877007,13.299283739196802,48234700
2010-01-11,13.564749717712402,13.694245389364958,13.480576357912916,13.668346749024058,51086400
2010-01-12,13.344605445861816,13.532374598177729,13.195683635779675,13.512950927060842,69958400
2010-01-13,13.571224212646484,13.648922607974596,13.23453445948893,13.415828656964361,71446700
2010-01-14,13.907915115356445,13.953238664446928,13.62949761668738,13.66834743159987,150821600
2010-01-15,13.467628479003906,13.856118023296641,13.44820480452251,13.849643053478104,198078600
2010-01-19,13.629497528076172,13.707195922421912,13.500001850798713,13.532375461374556,82573500
2010-01-20,13.648920059204102,13.687768632126607,13.499999500522938,13.590646582333408,65670100
2010-01-21,13.49352741241455,13.79784356270869,13.389930372528283,13.694246522822425,73633300
2010-01-22,12.891364097595215,13.461148842059727,12.82661566277329,13.448198908100606,116302400
2010-01-25,13.156840324401855,13.32518587297869,13.040293311158319,13.105041789068562,73785600
2010-01-26,12.949644088745117,13.195686783042584,12.917270472512975,13.066191083139712,65298900
2010-01-27,13.105035781860352,13.16330926177018,12.83309328727246,12.949640247092118,74926200
2010-01-28,12.897836685180664,13.202152667237684,12.742441211259626,13.143879210145613,76974600
2010-01-29,12.561151504516602,13.098561555826635,12.496403052617104,13.033813103927136,96053900
2010-02-01,12.697126388549805,12.787773501724686,12.587054364705608,12.60647804040063,50338300
2010-02-02,12.891364097595215,12.975537433355816,12.664745193205322,12.742443561986365,63332500
2010-02-03,12.844375610351562,12.974907133878691,12.707316079067427,12.909641994541495,45582300
2010-02-04,12.413619995117188,12.779110026682341,12.367933896778144,12.772583263369219,90931100
2010-02-05,12.707321166992188,12.779114342831887,12.400570656787249,12.465837067109407,88711700
2010-02-08,12.629000663757324,12.916172081179546,12.596366840838288,12.7138461136407,62563200
2010-02-09,12.824797630310059,12.981436233651742,12.687739319205948,12.818270866230868,69454100
2010-02-10,12.850902557373047,12.968381801627526,12.69426397998466,12.78563617224803,56250600
2010-02-11,13.092388153076172,13.183761601282473,12.759530668906493,12.811743534373134,58837300
2010-02-12,13.333867073059082,13.497032355412026,12.91616434858828,13.027115545530062,91108900
2010-02-16,13.523144721984863,13.607991407139039,13.412192226296808,13.457879573223705,69083400
2010-02-17,13.483983993530273,13.614516767300223,13.39913856197676,13.614516767300223,47296700
2010-02-18,13.601463317871094,13.60799008108178,13.412190919319581,13.470930543362963,42613600
2010-02-19,13.58841323852539,13.686312221814868,13.431774616291603,13.523146834714701,40760000
2010-02-22,13.621045112609863,13.67978349829096,13.477458795814268,13.673257979212007,38730600
2010-02-23,13.307761192321777,13.673252352998931,13.242496069563819,13.601459224142273,62245300
2010-02-24,13.510092735290527,13.58188464947209,13.379559945201045,13.392613473180583,51070100
2010-02-25,13.46440601348877,13.483986306368605,13.196814901729368,13.29471512127554,48789400
2010-02-26,13.399140357971191,13.497039328994443,13.333873962338036,13.444826461458511,47795300
2010-03-01,13.621045112609863,13.666731215280123,13.457879748871548,13.497039087609924,51203300
2010-03-02,13.510092735290527,13.764630306626774,13.43177281226625,13.699363911582035,59399000
2010-03-03,13.392613410949707,13.588411350321179,13.34040054412712,13.549252011417472,49909900
2010-03-04,13.399140357971191,13.451353225507122,13.222921463217562,13.444826461458511,62750100
2010-03-05,13.568830490112305,13.601463060695925,13.346925524555914,13.483983814830452,45879700
2010-03-08,13.555777549743652,13.627569457100625,13.510091451011172,13.581883358368144,35742100
2010-03-09,13.666729927062988,13.836422038738121,13.483984288754506,13.497037815387857,83168700
2010-03-10,13.829894065856934,13.895160448462672,13.647148443531409,13.673255494514788,58435600
2010-03-11,13.869058609008789,13.88211213940556,13.699366448410302,13.797265436679728,53778700
2010-03-12,13.882107734680176,13.947374121102145,13.823368111385683,13.908213542337295,39584500
2010-03-15,13.816841125488281,13.914740081116413,13.73852121407412,13.81031436246604,34378000
2010-03-16,14.365079879760742,14.384660173065095,13.836424409073498,13.856003457524823,123060900
2010-03-17,14.515192985534668,14.586986155688072,14.299814719927596,14.39771370523024,77805900
2010-03-18,14.48908519744873,14.586984169420756,14.365079169029249,14.482558433336866,54458500
2010-03-19,14.352023124694824,14.61308741913632,14.234543880982965,14.521715227294985,77998500
2010-03-22,14.515192985534668,14.554352330685099,14.254128609776572,14.273708904778356,47405700
2010-03-23,14.795831680297852,14.84804453436084,14.593507026410354,14.613086068651077,64740900
2010-03-24,14.63919734954834,14.795835957013471,14.56740418764028,14.704463747205393,54729000
2010-03-25,14.586980819702148,14.834991574735561,14.560873769249852,14.808885769135946,52428700
2010-03-26,14.515192985534668,14.743624781142929,14.404240470230835,14.639199030839691,45700500
2010-03-29,14.573927879333496,14.678353595627966,14.528241784061258,14.632667500355728,34467900
2010-03-30,14.580455780029297,14.710988558010188,14.476030055585717,14.619615115482434,37886300
2010-03-31,14.547821998596191,14.68488028371489,14.489082377873114,14.567401042268733,45983800
2010-04-01,14.613092422485352,14.776257817983769,14.48908761820084,14.619619187687668,45491000
2010-04-05,14.743623733520508,14.782783075888434,14.580458354658928,14.671830568468437,34942900
2010-04-06,14.619619369506836,14.671832246921557,14.528247145244373,14.639199665357303,47056500
2010-04-07,14.652251243591309,14.802363090550392,14.521718445020698,14.639197714763641,62539800
2010-04-08,14.560877799987793,14.62614419933288,14.462978823396677,14.606563906073445,40824500
2010-04-09,14.71751594543457,14.730569473860818,14.59351115994418,14.619616971943689,45528700
2010-04-12,14.7109956741333,14.835000503861666,14.64572925357165,14.808894682549065,49353000
2010-04-13,14.861098289489746,14.893730856965297,14.665299150078482,14.78277838475471,122395600
2010-04-14,15.350594520568848,15.46154699458518,15.187429190830283,15.383227088575492,159980600
2010-04-15,15.807462692260742,15.905362923116883,15.533344784540468,15.552925079682325,110819600
2010-04-16,15.611662864685059,15.768301472642742,15.513763890318131,15.703035074780457,102974900
2010-04-19,15.663873672485352,15.689980726135522,15.36365002462541,15.605134046625306,71310800
2010-04-20,15.74219036102295,15.827035778284804,15.59860408509162,15.794403212765456,65991400
2010-04-21,15.53333854675293,15.748716727410464,15.363647703079543,15.729137684984192,73899300
2010-04-22,15.65734577178955,15.703031867506068,15.220062613734283,15.370174426760768,73666100
2010-04-23,15.689977645874023,15.703029925283847,15.487651754364398,15.631238031545758,56963700
2010-04-26,15.546398162841797,15.748722897919597,15.539871397858237,15.716090317854935,57727600
2010-04-27,15.239645004272461,15.585554773746892,15.20701118507955,15.487655805873995,78937600
2010-04-28,15.180899620056152,15.311431112789345,14.95246795170751,15.278798550819157,109052100
2010-04-29,15.331015586853027,15.344069113149612,15.207009576741045,15.226589866185922,59059400
2010-04-30,14.906785011291504,15.311434342425127,14.88720472306786,15.30490882453662,81864000
2010-05-03,15.180899620056152,15.298378834912736,14.945941190342984,14.99815403640675,55449900
2010-05-04,14.724041938781738,14.978580750355432,14.619616206544862,14.965527222612591,90704300
2010-05-05,14.571557998657227,14.709582979646301,14.394096234271657,14.525549671660869,96854100
2010-05-06,14.137763023376465,14.709582577011906,13.079566516893903,14.558412005695214,160695900
